"","dateRep","countriesAndTerritories","cases","popData2019","cum_cases","casesPerMillion"
"25580",2020-04-25,"Sweden",812,10230185,17567,1717.17324760012
"25581",2020-04-26,"Sweden",610,10230185,18177,1776.80071279258
"25582",2020-04-27,"Sweden",463,10230185,18640,1822.0589363731
"25583",2020-04-28,"Sweden",286,10230185,18926,1850.0154200535
"25584",2020-04-29,"Sweden",695,10230185,19621,1917.95163039574
"25585",2020-04-30,"Sweden",681,10230185,20302,1984.51934153683
"25586",2020-05-01,"Sweden",790,10230185,21092,2061.74179645823
"25587",2020-05-02,"Sweden",428,10230185,21520,2103.57877203589
"25588",2020-05-03,"Sweden",562,10230185,22082,2158.51423996731
"25589",2020-05-04,"Sweden",235,10230185,22317,2181.48547655785
"25590",2020-05-05,"Sweden",404,10230185,22721,2220.976453505
"25591",2020-05-06,"Sweden",495,10230185,23216,2269.36267525954
"25592",2020-05-07,"Sweden",702,10230185,23918,2337.98313520234
"25593",2020-05-08,"Sweden",705,10230185,24623,2406.89684497397
"25594",2020-05-09,"Sweden",642,10230185,25265,2469.65230834046
"25595",2020-05-10,"Sweden",656,10230185,25921,2533.7762709081
"25596",2020-05-11,"Sweden",401,10230185,26322,2572.97399802643
"25597",2020-05-12,"Sweden",348,10230185,26670,2606.99097816902
"25598",2020-05-13,"Sweden",602,10230185,27272,2665.83644381798
"25599",2020-05-14,"Sweden",637,10230185,27909,2728.10315746978
"25600",2020-05-15,"Sweden",673,10230185,28582,2793.88886906737
"25601",2020-05-16,"Sweden",625,10230185,29207,2854.98258340392
"25602",2020-05-17,"Sweden",470,10230185,29677,2900.925056585
"25603",2020-05-18,"Sweden",466,10230185,30143,2946.47652999433
"25604",2020-05-19,"Sweden",234,10230185,30377,2969.35001664193
"25605",2020-05-20,"Sweden",422,10230185,30799,3010.60049256196
"25606",2020-05-21,"Sweden",724,10230185,31523,3081.37145124942
"25607",2020-05-22,"Sweden",649,10230185,32172,3144.81116421648
"25608",2020-05-23,"Sweden",637,10230185,32809,3207.07787786829
"25609",2020-05-24,"Sweden",379,10230185,33188,3244.12510624197
"25610",2020-05-25,"Sweden",271,10230185,33459,3270.61534077829
"25611",2020-05-26,"Sweden",384,10230185,33843,3308.15131886667
"25612",2020-05-27,"Sweden",597,10230185,34440,3366.50803480093
"25613",2020-05-28,"Sweden",648,10230185,35088,3429.84999782506
"25614",2020-05-29,"Sweden",639,10230185,35727,3492.31221136275
"25615",2020-05-30,"Sweden",749,10230185,36476,3565.52691862366
"25616",2020-05-31,"Sweden",637,10230185,37113,3627.79363227547
"25617",2020-06-01,"Sweden",429,10230185,37542,3669.72835779607
"25618",2020-06-02,"Sweden",272,10230185,37814,3696.31634227534
"25619",2020-06-03,"Sweden",775,10230185,38589,3772.07254805265
"25620",2020-06-04,"Sweden",2214,10230185,40803,3988.49092171842
"25621",2020-06-05,"Sweden",1080,10230185,41883,4094.06086009197
"25622",2020-06-06,"Sweden",1056,10230185,42939,4197.284799835
"25623",2020-06-07,"Sweden",948,10230185,43887,4289.95174574067
"25624",2020-06-08,"Sweden",843,10230185,44730,4372.3549476378
"25625",2020-06-09,"Sweden",403,10230185,45133,4411.748174642
"25626",2020-06-10,"Sweden",791,10230185,45924,4489.06837950633
"25627",2020-06-11,"Sweden",890,10230185,46814,4576.06582872157
"25628",2020-06-12,"Sweden",1474,10230185,48288,4720.14924461288
"25629",2020-06-13,"Sweden",1396,10230185,49684,4856.60816495498
"25630",2020-06-14,"Sweden",1247,10230185,50931,4978.50234379926
"25631",2020-06-15,"Sweden",683,10230185,51614,5045.26555482623
"25632",2020-06-16,"Sweden",769,10230185,52383,5120.43526094592
"25633",2020-06-17,"Sweden",940,10230185,53323,5212.32020730808
"25634",2020-06-18,"Sweden",1239,10230185,54562,5333.43238660884
"25635",2020-06-19,"Sweden",1481,10230185,56043,5478.20005210072
"25636",2020-06-20,"Sweden",0,10230185,56043,5478.20005210072
"25637",2020-06-21,"Sweden",0,10230185,56043,5478.20005210072
"25638",2020-06-22,"Sweden",0,10230185,56043,5478.20005210072
"25639",2020-06-23,"Sweden",2889,10230185,58932,5760.59963724996
"25640",2020-06-24,"Sweden",1905,10230185,60837,5946.81327854775
"25641",2020-06-25,"Sweden",1487,10230185,62324,6092.16744369725
"25642",2020-06-26,"Sweden",1566,10230185,63890,6245.2438543389
"25643",2020-06-27,"Sweden",1247,10230185,65137,6367.13803318317
"25644",2020-06-28,"Sweden",0,10230185,65137,6367.13803318317
"25645",2020-06-29,"Sweden",0,10230185,65137,6367.13803318317
"25646",2020-06-30,"Sweden",2530,10230185,67667,6614.4453888175
"25647",2020-07-01,"Sweden",784,10230185,68451,6691.08134408127
"25648",2020-07-02,"Sweden",1241,10230185,69692,6812.38902326791
"25649",2020-07-03,"Sweden",947,10230185,70639,6904.95821923064
"25650",2020-07-04,"Sweden",780,10230185,71419,6981.20317472265
"25651",2020-07-05,"Sweden",0,10230185,71419,6981.20317472265
"25652",2020-07-06,"Sweden",0,10230185,71419,6981.20317472265
"25653",2020-07-07,"Sweden",1642,10230185,73061,7141.70858102762
"25654",2020-07-08,"Sweden",283,10230185,73344,7169.3718148792
"25655",2020-07-09,"Sweden",514,10230185,73858,7219.61528554958
"25656",2020-07-10,"Sweden",475,10230185,74333,7266.04650844535
"25657",2019-12-31,"Switzerland",0,8544527,0,0
"25658",2020-01-01,"Switzerland",0,8544527,0,0
"25659",2020-01-02,"Switzerland",0,8544527,0,0
"25660",2020-01-03,"Switzerland",0,8544527,0,0
"25661",2020-01-04,"Switzerland",0,8544527,0,0
"25662",2020-01-05,"Switzerland",0,8544527,0,0
"25663",2020-01-06,"Switzerland",0,8544527,0,0
"25664",2020-01-07,"Switzerland",0,8544527,0,0
"25665",2020-01-08,"Switzerland",0,8544527,0,0
"25666",2020-01-09,"Switzerland",0,8544527,0,0
"25667",2020-01-10,"Switzerland",0,8544527,0,0
"25668",2020-01-11,"Switzerland",0,8544527,0,0
"25669",2020-01-12,"Switzerland",0,8544527,0,0
"25670",2020-01-13,"Switzerland",0,8544527,0,0
"25671",2020-01-14,"Switzerland",0,8544527,0,0
"25672",2020-01-15,"Switzerland",0,8544527,0,0
"25673",2020-01-16,"Switzerland",0,8544527,0,0
"25674",2020-01-17,"Switzerland",0,8544527,0,0
"25675",2020-01-18,"Switzerland",0,8544527,0,0
"25676",2020-01-19,"Switzerland",0,8544527,0,0
"25677",2020-01-20,"Switzerland",0,8544527,0,0
"25678",2020-01-21,"Switzerland",0,8544527,0,0
"25679",2020-01-22,"Switzerland",0,8544527,0,0
"25680",2020-01-23,"Switzerland",0,8544527,0,0
"25681",2020-01-24,"Switzerland",0,8544527,0,0
"25682",2020-01-25,"Switzerland",0,8544527,0,0
"25683",2020-01-26,"Switzerland",0,8544527,0,0
"25684",2020-01-27,"Switzerland",0,8544527,0,0
"25685",2020-01-28,"Switzerland",0,8544527,0,0
"25686",2020-01-29,"Switzerland",0,8544527,0,0
"25687",2020-01-30,"Switzerland",0,8544527,0,0
"25688",2020-01-31,"Switzerland",0,8544527,0,0
"25689",2020-02-01,"Switzerland",0,8544527,0,0
"25690",2020-02-02,"Switzerland",0,8544527,0,0
"25691",2020-02-03,"Switzerland",0,8544527,0,0
"25692",2020-02-04,"Switzerland",0,8544527,0,0
"25693",2020-02-05,"Switzerland",0,8544527,0,0
"25694",2020-02-06,"Switzerland",0,8544527,0,0
"25695",2020-02-07,"Switzerland",0,8544527,0,0
"25696",2020-02-08,"Switzerland",0,8544527,0,0
"25697",2020-02-09,"Switzerland",0,8544527,0,0
"25698",2020-02-10,"Switzerland",0,8544527,0,0
"25699",2020-02-11,"Switzerland",0,8544527,0,0
"25700",2020-02-12,"Switzerland",0,8544527,0,0
"25701",2020-02-13,"Switzerland",0,8544527,0,0
"25702",2020-02-14,"Switzerland",0,8544527,0,0
"25703",2020-02-15,"Switzerland",0,8544527,0,0
"25704",2020-02-16,"Switzerland",0,8544527,0,0
"25705",2020-02-17,"Switzerland",0,8544527,0,0
"25706",2020-02-18,"Switzerland",0,8544527,0,0
"25707",2020-02-19,"Switzerland",0,8544527,0,0
"25708",2020-02-20,"Switzerland",0,8544527,0,0
"25709",2020-02-21,"Switzerland",0,8544527,0,0
"25710",2020-02-22,"Switzerland",0,8544527,0,0
"25711",2020-02-23,"Switzerland",0,8544527,0,0
"25712",2020-02-24,"Switzerland",0,8544527,0,0
"25713",2020-02-25,"Switzerland",0,8544527,0,0
"25714",2020-02-26,"Switzerland",1,8544527,1,0.117033979762718
"25715",2020-02-27,"Switzerland",0,8544527,1,0.117033979762718
"25716",2020-02-28,"Switzerland",7,8544527,8,0.936271838101746
"25717",2020-02-29,"Switzerland",4,8544527,12,1.40440775715262
"25718",2020-03-01,"Switzerland",6,8544527,18,2.10661163572893
"25719",2020-03-02,"Switzerland",6,8544527,24,2.80881551430524
"25720",2020-03-03,"Switzerland",6,8544527,30,3.51101939288155
"25721",2020-03-04,"Switzerland",7,8544527,37,4.33025725122058
"25722",2020-03-05,"Switzerland",20,8544527,57,6.67093684647494
"25723",2020-03-06,"Switzerland",30,8544527,87,10.1819562393565
"25724",2020-03-07,"Switzerland",122,8544527,209,24.4601017704081
"25725",2020-03-08,"Switzerland",55,8544527,264,30.8969706573576
"25726",2020-03-09,"Switzerland",68,8544527,332,38.8552812812225
"25727",2020-03-10,"Switzerland",42,8544527,374,43.7707084312566
"25728",2020-03-11,"Switzerland",116,8544527,490,57.346650083732
"25729",2020-03-12,"Switzerland",152,8544527,642,75.1358150076651
"25730",2020-03-13,"Switzerland",212,8544527,854,99.9470187173614
"25731",2020-03-14,"Switzerland",267,8544527,1121,131.195091314007
"25732",2020-03-15,"Switzerland",238,8544527,1359,159.049178497534
"25733",2020-03-16,"Switzerland",841,8544527,2200,257.47475547798
"25734",2020-03-17,"Switzerland",0,8544527,2200,257.47475547798
"25735",2020-03-18,"Switzerland",450,8544527,2650,310.140046371203
"25736",2020-03-19,"Switzerland",360,8544527,3010,352.272279085782
"25737",2020-03-20,"Switzerland",878,8544527,3888,455.028113317449
"25738",2020-03-21,"Switzerland",952,8544527,4840,566.444462051556
"25739",2020-03-22,"Switzerland",1237,8544527,6077,711.215495018039
"25740",2020-03-23,"Switzerland",894,8544527,6971,815.843872925909
"25741",2020-03-24,"Switzerland",1044,8544527,8015,938.027347798187
"25742",2020-03-25,"Switzerland",774,8544527,8789,1028.61164813453
"25743",2020-03-26,"Switzerland",925,8544527,9714,1136.86807941505
"25744",2020-03-27,"Switzerland",1000,8544527,10714,1253.90205917776
"25745",2020-03-28,"Switzerland",1390,8544527,12104,1416.57929104794
"25746",2020-03-29,"Switzerland",1048,8544527,13152,1539.23090183927
"25747",2020-03-30,"Switzerland",1122,8544527,14274,1670.54302713304
"25748",2020-03-31,"Switzerland",1138,8544527,15412,1803.72769610301
"25749",2020-04-01,"Switzerland",696,8544527,16108,1885.18334601787
"25750",2020-04-02,"Switzerland",962,8544527,17070,1997.7700345496
"25751",2020-04-03,"Switzerland",1124,8544527,18194,2129.3162278029
"25752",2020-04-04,"Switzerland",1033,8544527,19227,2250.21232889778
"25753",2020-04-05,"Switzerland",974,8544527,20201,2364.20342518667
"25754",2020-04-06,"Switzerland",821,8544527,21022,2460.28832257186
"25755",2020-04-07,"Switzerland",552,8544527,21574,2524.89107940088
"25756",2020-04-08,"Switzerland",590,8544527,22164,2593.94112746089
"25757",2020-04-09,"Switzerland",546,8544527,22710,2657.84168041133
"25758",2020-04-10,"Switzerland",785,8544527,23495,2749.71335452507
"25759",2020-04-11,"Switzerland",733,8544527,24228,2835.49926169114
"25760",2020-04-12,"Switzerland",592,8544527,24820,2904.78337771067
"25761",2020-04-13,"Switzerland",400,8544527,25220,2951.59696961575
"25762",2020-04-14,"Switzerland",279,8544527,25499,2984.24944996955
"25763",2020-04-15,"Switzerland",254,8544527,25753,3013.97608082928
"25764",2020-04-16,"Switzerland",583,8544527,26336,3082.20689103095
"25765",2020-04-17,"Switzerland",315,8544527,26651,3119.0725946562
"25766",2020-04-18,"Switzerland",346,8544527,26997,3159.56635165411
"25767",2020-04-19,"Switzerland",325,8544527,27322,3197.60239507699
"25768",2020-04-20,"Switzerland",336,8544527,27658,3236.92581227726
"25769",2020-04-21,"Switzerland",168,8544527,27826,3256.5875208774
"25770",2020-04-22,"Switzerland",155,8544527,27981,3274.72778774062
"25771",2020-04-23,"Switzerland",205,8544527,28186,3298.71975359198
"25772",2020-04-24,"Switzerland",228,8544527,28414,3325.40350097788
"25773",2020-04-25,"Switzerland",181,8544527,28595,3346.58665131493
"25774",2020-04-26,"Switzerland",216,8544527,28811,3371.86599094368
"25775",2020-04-27,"Switzerland",167,8544527,28978,3391.41066556405
"25776",2020-04-28,"Switzerland",103,8544527,29081,3403.46516547961
"25777",2020-04-29,"Switzerland",100,8544527,29181,3415.16856345588
"25778",2020-04-30,"Switzerland",143,8544527,29324,3431.90442256195
"25779",2020-05-01,"Switzerland",179,8544527,29503,3452.85350493948
"25780",2020-05-02,"Switzerland",119,8544527,29622,3466.78054853124
"25781",2020-05-03,"Switzerland",112,8544527,29734,3479.88835426467
"25782",2020-05-04,"Switzerland",88,8544527,29822,3490.18734448378
"25783",2020-05-05,"Switzerland",76,8544527,29898,3499.08192694575
"25784",2020-05-06,"Switzerland",28,8544527,29926,3502.35887837911
"25785",2020-05-07,"Switzerland",51,8544527,29977,3508.32761134701
"25786",2020-05-08,"Switzerland",66,8544527,30043,3516.05185401135
"25787",2020-05-09,"Switzerland",81,8544527,30124,3525.53160637213
"25788",2020-05-10,"Switzerland",44,8544527,30168,3530.68110148168
"25789",2020-05-11,"Switzerland",54,8544527,30222,3537.00093638887
"25790",2020-05-12,"Switzerland",39,8544527,30261,3541.56526159962
"25791",2020-05-13,"Switzerland",36,8544527,30297,3545.77848487108
"25792",2020-05-14,"Switzerland",33,8544527,30330,3549.64060620325
"25793",2020-05-15,"Switzerland",50,8544527,30380,3555.49230519138
"25794",2020-05-16,"Switzerland",51,8544527,30431,3561.46103815928
"25795",2020-05-17,"Switzerland",58,8544527,30489,3568.24900898552
"25796",2020-05-18,"Switzerland",15,8544527,30504,3570.00451868196
"25797",2020-05-19,"Switzerland",10,8544527,30514,3571.17485847959
"25798",2020-05-20,"Switzerland",21,8544527,30535,3573.6325720546
"25799",2020-05-21,"Switzerland",40,8544527,30575,3578.31393124511
"25800",2020-05-22,"Switzerland",36,8544527,30611,3582.52715451657
"25801",2020-05-23,"Switzerland",13,8544527,30624,3584.04859625348
"25802",2020-05-24,"Switzerland",18,8544527,30642,3586.15520788921
"25803",2020-05-25,"Switzerland",11,8544527,30653,3587.4425816666
"25804",2020-05-26,"Switzerland",10,8544527,30663,3588.61292146423
"25805",2020-05-27,"Switzerland",15,8544527,30678,3590.36843116067
"25806",2020-05-28,"Switzerland",0,8544527,30678,3590.36843116067
"25807",2020-05-29,"Switzerland",35,8544527,30713,3594.46462045237
"25808",2020-05-30,"Switzerland",32,8544527,30745,3598.20970780477
"25809",2020-05-31,"Switzerland",17,8544527,30762,3600.19928546074
"25810",2020-06-01,"Switzerland",17,8544527,30779,3602.18886311671
"25811",2020-06-02,"Switzerland",9,8544527,30788,3603.24216893457
"25812",2020-06-03,"Switzerland",3,8544527,30791,3603.59327087386
"25813",2020-06-04,"Switzerland",19,8544527,30810,3605.81691648935
"25814",2020-06-05,"Switzerland",20,8544527,30830,3608.1575960846
"25815",2020-06-06,"Switzerland",23,8544527,30853,3610.84937761915
"25816",2020-06-07,"Switzerland",20,8544527,30873,3613.1900572144
"25817",2020-06-08,"Switzerland",9,8544527,30882,3614.24336303227
"25818",2020-06-09,"Switzerland",7,8544527,30889,3615.06260089061
"25819",2020-06-10,"Switzerland",16,8544527,30905,3616.93514456681
"25820",2020-06-11,"Switzerland",23,8544527,30928,3619.62692610135
"25821",2020-06-12,"Switzerland",33,8544527,30961,3623.48904743352
"25822",2020-06-13,"Switzerland",19,8544527,30980,3625.71269304901
"25823",2020-06-14,"Switzerland",31,8544527,31011,3629.34074642166
"25824",2020-06-15,"Switzerland",23,8544527,31034,3632.0325279562
"25825",2020-06-16,"Switzerland",14,8544527,31048,3633.67100367288
"25826",2020-06-17,"Switzerland",15,8544527,31063,3635.42651336932
"25827",2020-06-18,"Switzerland",37,8544527,31100,3639.75677062054
"25828",2020-06-19,"Switzerland",17,8544527,31117,3641.7463482765
"25829",2020-06-20,"Switzerland",92,8544527,31209,3652.51347441467
"25830",2020-06-21,"Switzerland",0,8544527,31209,3652.51347441467
"25831",2020-06-22,"Switzerland",0,8544527,31209,3652.51347441467
"25832",2020-06-23,"Switzerland",18,8544527,31227,3654.6200860504
"25833",2020-06-24,"Switzerland",22,8544527,31249,3657.19483360518
"25834",2020-06-25,"Switzerland",44,8544527,31293,3662.34432871474
"25835",2020-06-26,"Switzerland",52,8544527,31345,3668.4300956624
"25836",2020-06-27,"Switzerland",58,8544527,31403,3675.21806648864
"25837",2020-06-28,"Switzerland",69,8544527,31472,3683.29341109227
"25838",2020-06-29,"Switzerland",62,8544527,31534,3690.54951783756
"25839",2020-06-30,"Switzerland",35,8544527,31569,3694.64570712925
"25840",2020-07-01,"Switzerland",62,8544527,31631,3701.90181387454
"25841",2020-07-02,"Switzerland",220,8544527,31851,3727.64928942234
"25842",2020-07-03,"Switzerland",33,8544527,31884,3731.51141075451
"25843",2020-07-04,"Switzerland",133,8544527,32017,3747.07693006295
"25844",2020-07-05,"Switzerland",97,8544527,32114,3758.42922609994
"25845",2020-07-06,"Switzerland",70,8544527,32184,3766.62160468333
"25846",2020-07-07,"Switzerland",46,8544527,32230,3772.00516775241
"25847",2020-07-08,"Switzerland",54,8544527,32284,3778.3250026596
"25848",2020-07-09,"Switzerland",129,8544527,32413,3793.42238604899
"25849",2020-07-10,"Switzerland",88,8544527,32501,3803.72137626811
"25850",2020-03-23,"Syria",1,17070132,1,0.0585818551373826
"25851",2020-03-24,"Syria",0,17070132,1,0.0585818551373826
"25852",2020-03-25,"Syria",0,17070132,1,0.0585818551373826
"25853",2020-03-26,"Syria",0,17070132,1,0.0585818551373826
"25854",2020-03-27,"Syria",4,17070132,5,0.292909275686913
"25855",2020-03-28,"Syria",0,17070132,5,0.292909275686913
"25856",2020-03-29,"Syria",0,17070132,5,0.292909275686913
"25857",2020-03-30,"Syria",4,17070132,9,0.527236696236444
"25858",2020-03-31,"Syria",1,17070132,10,0.585818551373826
"25859",2020-04-01,"Syria",0,17070132,10,0.585818551373826
"25860",2020-04-02,"Syria",0,17070132,10,0.585818551373826
"25861",2020-04-03,"Syria",6,17070132,16,0.937309682198122
"25862",2020-04-04,"Syria",0,17070132,16,0.937309682198122
"25863",2020-04-05,"Syria",0,17070132,16,0.937309682198122
"25864",2020-04-06,"Syria",3,17070132,19,1.11305524761027
"25865",2020-04-07,"Syria",0,17070132,19,1.11305524761027
"25866",2020-04-08,"Syria",0,17070132,19,1.11305524761027
"25867",2020-04-09,"Syria",0,17070132,19,1.11305524761027
"25868",2020-04-10,"Syria",0,17070132,19,1.11305524761027
"25869",2020-04-11,"Syria",0,17070132,19,1.11305524761027
"25870",2020-04-12,"Syria",6,17070132,25,1.46454637843457
"25871",2020-04-13,"Syria",0,17070132,25,1.46454637843457
"25872",2020-04-14,"Syria",0,17070132,25,1.46454637843457
"25873",2020-04-15,"Syria",4,17070132,29,1.6988737989841
"25874",2020-04-16,"Syria",4,17070132,33,1.93320121953363
"25875",2020-04-17,"Syria",0,17070132,33,1.93320121953363
"25876",2020-04-18,"Syria",5,17070132,38,2.22611049522054
"25877",2020-04-19,"Syria",0,17070132,38,2.22611049522054
"25878",2020-04-20,"Syria",1,17070132,39,2.28469235035792
"25879",2020-04-21,"Syria",0,17070132,39,2.28469235035792
"25880",2020-04-22,"Syria",3,17070132,42,2.46043791577007
"25881",2020-04-23,"Syria",0,17070132,42,2.46043791577007
"25882",2020-04-24,"Syria",0,17070132,42,2.46043791577007
"25883",2020-04-25,"Syria",0,17070132,42,2.46043791577007
"25884",2020-04-26,"Syria",0,17070132,42,2.46043791577007
"25885",2020-04-27,"Syria",1,17070132,43,2.51901977090745
"25886",2020-04-28,"Syria",0,17070132,43,2.51901977090745
"25887",2020-04-29,"Syria",0,17070132,43,2.51901977090745
"25888",2020-04-30,"Syria",0,17070132,43,2.51901977090745
"25889",2020-05-01,"Syria",0,17070132,43,2.51901977090745
"25890",2020-05-02,"Syria",1,17070132,44,2.57760162604484
"25891",2020-05-03,"Syria",0,17070132,44,2.57760162604484
"25892",2020-05-04,"Syria",0,17070132,44,2.57760162604484
"25893",2020-05-05,"Syria",0,17070132,44,2.57760162604484
"25894",2020-05-06,"Syria",0,17070132,44,2.57760162604484
"25895",2020-05-07,"Syria",1,17070132,45,2.63618348118222
"25896",2020-05-08,"Syria",0,17070132,45,2.63618348118222
"25897",2020-05-09,"Syria",2,17070132,47,2.75334719145698
"25898",2020-05-10,"Syria",0,17070132,47,2.75334719145698
"25899",2020-05-11,"Syria",0,17070132,47,2.75334719145698
"25900",2020-05-12,"Syria",0,17070132,47,2.75334719145698
"25901",2020-05-13,"Syria",0,17070132,47,2.75334719145698
"25902",2020-05-14,"Syria",1,17070132,48,2.81192904659437
"25903",2020-05-15,"Syria",0,17070132,48,2.81192904659437
"25904",2020-05-16,"Syria",2,17070132,50,2.92909275686913
"25905",2020-05-17,"Syria",1,17070132,51,2.98767461200651
"25906",2020-05-18,"Syria",7,17070132,58,3.39774759796819
"25907",2020-05-19,"Syria",0,17070132,58,3.39774759796819
"25908",2020-05-20,"Syria",0,17070132,58,3.39774759796819
"25909",2020-05-21,"Syria",0,17070132,58,3.39774759796819
"25910",2020-05-22,"Syria",0,17070132,58,3.39774759796819
"25911",2020-05-23,"Syria",1,17070132,59,3.45632945310558
"25912",2020-05-24,"Syria",11,17070132,70,4.10072985961679
"25913",2020-05-25,"Syria",16,17070132,86,5.03803954181491
"25914",2020-05-26,"Syria",20,17070132,106,6.20967664456256
"25915",2020-05-27,"Syria",15,17070132,121,7.0884044716233
"25916",2020-05-28,"Syria",0,17070132,121,7.0884044716233
"25917",2020-05-29,"Syria",0,17070132,121,7.0884044716233
"25918",2020-05-30,"Syria",1,17070132,122,7.14698632676068
"25919",2020-05-31,"Syria",0,17070132,122,7.14698632676068
"25920",2020-06-01,"Syria",0,17070132,122,7.14698632676068
"25921",2020-06-02,"Syria",1,17070132,123,7.20556818189807
"25922",2020-06-03,"Syria",0,17070132,123,7.20556818189807
"25923",2020-06-04,"Syria",0,17070132,123,7.20556818189807
"25924",2020-06-05,"Syria",1,17070132,124,7.26415003703545
"25925",2020-06-06,"Syria",0,17070132,124,7.26415003703545
"25926",2020-06-07,"Syria",0,17070132,124,7.26415003703545
"25927",2020-06-08,"Syria",17,17070132,141,8.26004157437095
"25928",2020-06-09,"Syria",3,17070132,144,8.4357871397831
"25929",2020-06-10,"Syria",2,17070132,146,8.55295085005787
"25930",2020-06-11,"Syria",6,17070132,152,8.90444198088216
"25931",2020-06-12,"Syria",12,17070132,164,9.60742424253075
"25932",2020-06-13,"Syria",0,17070132,164,9.60742424253075
"25933",2020-06-14,"Syria",6,17070132,170,9.95891537335505
"25934",2020-06-15,"Syria",7,17070132,177,10.3689883593167
"25935",2020-06-16,"Syria",0,17070132,177,10.3689883593167
"25936",2020-06-17,"Syria",0,17070132,177,10.3689883593167
"25937",2020-06-18,"Syria",1,17070132,178,10.4275702144541
"25938",2020-06-19,"Syria",9,17070132,187,10.9548069106906
"25939",2020-06-20,"Syria",0,17070132,187,10.9548069106906
"25940",2020-06-21,"Syria",11,17070132,198,11.5992073172018
"25941",2020-06-22,"Syria",6,17070132,204,11.9506984480261
"25942",2020-06-23,"Syria",15,17070132,219,12.8294262750868
"25943",2020-06-24,"Syria",12,17070132,231,13.5324085367354
"25944",2020-06-25,"Syria",0,17070132,231,13.5324085367354
"25945",2020-06-26,"Syria",11,17070132,242,14.1768089432466
"25946",2020-06-27,"Syria",13,17070132,255,14.9383730600326
"25947",2020-06-28,"Syria",1,17070132,256,14.99695491517
"25948",2020-06-29,"Syria",0,17070132,256,14.99695491517
"25949",2020-06-30,"Syria",13,17070132,269,15.7585190319559
"25950",2020-07-01,"Syria",10,17070132,279,16.3443375833298
"25951",2020-07-02,"Syria",14,17070132,293,17.1644835552531
"25952",2020-07-03,"Syria",19,17070132,312,18.2775388028634
"25953",2020-07-04,"Syria",16,17070132,328,19.2148484850615
"25954",2020-07-05,"Syria",10,17070132,338,19.8006670364353
"25955",2020-07-06,"Syria",20,17070132,358,20.972304139183
"25956",2020-07-07,"Syria",14,17070132,372,21.7924501111063
"25957",2020-07-08,"Syria",0,17070132,372,21.7924501111063
"25958",2020-07-09,"Syria",0,17070132,372,21.7924501111063
"25959",2020-07-10,"Syria",0,17070132,372,21.7924501111063
"25960",2019-12-31,"Taiwan",0,23773881,0,0
"25961",2020-01-01,"Taiwan",0,23773881,0,0
"25962",2020-01-02,"Taiwan",0,23773881,0,0
"25963",2020-01-03,"Taiwan",0,23773881,0,0
"25964",2020-01-04,"Taiwan",0,23773881,0,0
"25965",2020-01-05,"Taiwan",0,23773881,0,0
"25966",2020-01-06,"Taiwan",0,23773881,0,0
"25967",2020-01-07,"Taiwan",0,23773881,0,0
"25968",2020-01-08,"Taiwan",0,23773881,0,0
"25969",2020-01-09,"Taiwan",0,23773881,0,0
"25970",2020-01-10,"Taiwan",0,23773881,0,0
"25971",2020-01-11,"Taiwan",0,23773881,0,0
"25972",2020-01-12,"Taiwan",0,23773881,0,0
"25973",2020-01-13,"Taiwan",0,23773881,0,0
"25974",2020-01-14,"Taiwan",0,23773881,0,0
"25975",2020-01-15,"Taiwan",0,23773881,0,0
"25976",2020-01-16,"Taiwan",0,23773881,0,0
"25977",2020-01-17,"Taiwan",0,23773881,0,0
"25978",2020-01-18,"Taiwan",0,23773881,0,0
"25979",2020-01-19,"Taiwan",0,23773881,0,0
"25980",2020-01-20,"Taiwan",0,23773881,0,0
"25981",2020-01-21,"Taiwan",1,23773881,1,0.0420629681792384
"25982",2020-01-22,"Taiwan",0,23773881,1,0.0420629681792384
"25983",2020-01-23,"Taiwan",0,23773881,1,0.0420629681792384
"25984",2020-01-24,"Taiwan",0,23773881,1,0.0420629681792384
"25985",2020-01-25,"Taiwan",2,23773881,3,0.126188904537715
"25986",2020-01-26,"Taiwan",0,23773881,3,0.126188904537715
"25987",2020-01-27,"Taiwan",2,23773881,5,0.210314840896192
"25988",2020-01-28,"Taiwan",2,23773881,7,0.294440777254669
"25989",2020-01-29,"Taiwan",1,23773881,8,0.336503745433907
"25990",2020-01-30,"Taiwan",0,23773881,8,0.336503745433907
"25991",2020-01-31,"Taiwan",1,23773881,9,0.378566713613145
"25992",2020-02-01,"Taiwan",1,23773881,10,0.420629681792384
"25993",2020-02-02,"Taiwan",0,23773881,10,0.420629681792384
"25994",2020-02-03,"Taiwan",0,23773881,10,0.420629681792384
"25995",2020-02-04,"Taiwan",0,23773881,10,0.420629681792384
"25996",2020-02-05,"Taiwan",1,23773881,11,0.462692649971622
"25997",2020-02-06,"Taiwan",0,23773881,11,0.462692649971622
"25998",2020-02-07,"Taiwan",5,23773881,16,0.673007490867814
"25999",2020-02-08,"Taiwan",1,23773881,17,0.715070459047053
"26000",2020-02-09,"Taiwan",1,23773881,18,0.757133427226291
"26001",2020-02-10,"Taiwan",0,23773881,18,0.757133427226291
"26002",2020-02-11,"Taiwan",0,23773881,18,0.757133427226291
"26003",2020-02-12,"Taiwan",0,23773881,18,0.757133427226291
"26004",2020-02-13,"Taiwan",0,23773881,18,0.757133427226291
"26005",2020-02-14,"Taiwan",0,23773881,18,0.757133427226291
