URL,Name,Data Types,Default Task,Attribute Types,# Instances,# Attributes,Year,Description
http://archive.ics.uci.edu/ml/datasets/ICMLA+2014+Accepted+Papers+Data+Set,ICMLA 2014 Accepted Papers Data Set,Multivariate,"Classification, Clustering",,105,5,2018,"This data set compromises the metadata for the 2014 ICMLA conference's accepted papers, including ID, paper titles, author's keywords, abstracts and sessions in which they were exposed."
http://archive.ics.uci.edu/ml/datasets/ICU,ICU,"Multivariate, Time-Series",,Real,,,,Data set prepared for the use of participants for the 1994 AAAI Spring Symposium on Artificial Intelligence in Medicine.
http://archive.ics.uci.edu/ml/datasets/IDA2016Challenge,IDA2016Challenge,Multivariate,Classification,Integer,76000,171,2017,The dataset consists of data collected from heavy Scania trucks in everyday usage.
http://archive.ics.uci.edu/ml/datasets/ILPD+%28Indian+Liver+Patient+Dataset%29,ILPD (Indian Liver Patient Dataset),Multivariate,Classification,"Integer, Real",583,10,2012,"This data set contains 10 variables that are age, gender, total Bilirubin, direct Bilirubin, total proteins, albumin, A/G ratio, SGPT, SGOT and Alkphos."
http://archive.ics.uci.edu/ml/datasets/Image+Segmentation,Image Segmentation,Multivariate,Classification,Real,2310,19,1990,"Image data described by high-level numeric-valued attributes, 7 classes"
http://archive.ics.uci.edu/ml/datasets/Immunotherapy+Dataset,Immunotherapy Dataset,Univariate,Classification,"Integer, Real",90,8,2018,This dataset contains information about wart treatment results of 90 patients using immunotherapy.
http://archive.ics.uci.edu/ml/datasets/Improved+Spiral+Test+Using+Digitized+Graphics+Tablet+for+Monitoring+Parkinson%E2%80%99s+Disease,Improved Spiral Test Using Digitized Graphics Tablet for Monitoring Parkinson's Disease,Multivariate,"Classification, Regression, Clustering",Real,40,7,2016,"Handwriting database consists of 25 PWP(People with Parkinson) and 15 healthy individuals.Three types of recordings (Static Spiral Test, Dynamic Spiral Test and Stability Test) are taken."
http://archive.ics.uci.edu/ml/datasets/Incident+management+process+enriched+event+log,Incident management process enriched event log,"Multivariate, Sequential","Regression, Clustering",Integer,141712,36,2019,This event log was extracted from data gathered from the audit system of an instance of the ServiceNow platform used by an IT company and enriched with data loaded from a relational database.
http://archive.ics.uci.edu/ml/datasets/Individual+household+electric+power+consumption,Individual household electric power consumption,"Multivariate, Time-Series","Regression, Clustering",Real,2075259,9,2012,Measurements of electric power consumption in one household with a one-minute sampling rate over a period of almost 4 years. Different electrical quantities and some sub-metering values are available.
http://archive.ics.uci.edu/ml/datasets/Indoor+User+Movement+Prediction+from+RSS+data,Indoor User Movement Prediction from RSS data,"Multivariate, Sequential, Time-Series",Classification,Real,13197,4,2016,This dataset contains temporal data from a Wireless Sensor Network deployed in real-world office environments. The task is intended as real-life benchmark in the area of Ambient Assisted Living.
http://archive.ics.uci.edu/ml/datasets/Insurance+Company+Benchmark+%28COIL+2000%29,Insurance Company Benchmark (COIL 2000),Multivariate,"Regression, Description","Categorical, Integer",9000,86,2000,This data set used in the CoIL 2000 Challenge contains information on customers of an insurance company. The data consists of 86 variables and includes product usage data and socio-demographic data
http://archive.ics.uci.edu/ml/datasets/Internet+Advertisements,Internet Advertisements,Multivariate,Classification,"Categorical, Integer, Real",3279,1558,1998,This dataset represents a set of possible advertisements on Internet pages.
http://archive.ics.uci.edu/ml/datasets/Internet+Usage+Data,Internet Usage Data,Multivariate,,"Categorical, Integer",10104,72,1999,This data contains general demographic information on internet users in 1997.
http://archive.ics.uci.edu/ml/datasets/Ionosphere,Ionosphere,Multivariate,Classification,"Integer, Real",351,34,1989,Classification of radar returns from the ionosphere
http://archive.ics.uci.edu/ml/datasets/IPUMS+Census+Database,IPUMS Census Database,Multivariate,,"Categorical, Integer",256932,61,1999,"This data set contains unweighted PUMS census data from the Los Angeles and Long Beach areas for the years 1970, 1980, and 1990."
http://archive.ics.uci.edu/ml/datasets/Iris,Iris,Multivariate,Classification,Real,150,4,1988,"Famous database; from Fisher, 1936"
http://archive.ics.uci.edu/ml/datasets/ISOLET,ISOLET,Multivariate,Classification,Real,7797,617,1994,Goal
http://archive.ics.uci.edu/ml/datasets/ISTANBUL+STOCK+EXCHANGE,ISTANBUL STOCK EXCHANGE,"Multivariate, Univariate, Time-Series","Classification, Regression",Real,536,8,2013,"Data sets includes returns of Istanbul Stock Exchange with seven other international index; SP, DAX, FTSE, NIKKEI, BOVESPA, MSCE_EU, MSCI_EM from Jun 5, 2009 to Feb 22, 2011."
http://archive.ics.uci.edu/ml/datasets/Japanese+Credit+Screening,Japanese Credit Screening,"Multivariate, Domain-Theory",Classification,"Categorical, Real, Integer",125,,1992,Includes domain theory (generated by talking to Japanese domain experts); data in Lisp
http://archive.ics.uci.edu/ml/datasets/Japanese+Vowels,Japanese Vowels,"Multivariate, Time-Series",Classification,Real,640,12,,This dataset records 640 time series of 12 LPC cepstrum coefficients taken from nine male speakers.
http://archive.ics.uci.edu/ml/datasets/KASANDR,KASANDR,Multivariate,Causal-Discovery,Integer,17764280,2158859,2017,"KASANDR is a novel, publicly available collection for recommendation systems that records the behavior of customers of the European leader in e-Commerce advertising, Kelkoo."
http://archive.ics.uci.edu/ml/datasets/KDC-4007+dataset+Collection,KDC-4007 dataset Collection,"Multivariate, Text","Classification, Regression",Integer,4007,,2017,KDC-4007 dataset Collection is the Kurdish Documents Classification text used in categories regarding Kurdish Sorani news and articles.
http://archive.ics.uci.edu/ml/datasets/KDD+Cup+1998+Data,KDD Cup 1998 Data,Multivariate,Regression,"Categorical, Integer",191779,481,1998,"This is the data set used for The Second International Knowledge Discovery and Data Mining Tools Competition, which was held in conjunction with KDD-98"
http://archive.ics.uci.edu/ml/datasets/KDD+Cup+1999+Data,KDD Cup 1999 Data,Multivariate,Classification,"Categorical, Integer",4000000,42,1999,"This is the data set used for The Third International Knowledge Discovery and Data Mining Tools Competition, which was held in conjunction with KDD-99"
http://archive.ics.uci.edu/ml/datasets/KEGG+Metabolic+Reaction+Network+%28Undirected%29,KEGG Metabolic Reaction Network (Undirected),"Multivariate, Univariate, Text","Classification, Regression, Clustering","Integer, Real",65554,29,2011,KEGG Metabolic pathways modeled as un-directed reaction network. Variety of graphical features presented.
http://archive.ics.uci.edu/ml/datasets/KEGG+Metabolic+Relation+Network+%28Directed%29,KEGG Metabolic Relation Network (Directed),"Multivariate, Univariate, Text","Classification, Regression, Clustering","Integer, Real",53414,24,2011,KEGG Metabolic pathways modeled as directed relation network. Variety of graphical features presented.
http://archive.ics.uci.edu/ml/datasets/Kinship,Kinship,Relational,Relational-Learning,Categorical,104,12,1990,Relational dataset
http://archive.ics.uci.edu/ml/datasets/Kitsune+Network+Attack+Dataset,Kitsune Network Attack Dataset,"Multivariate, Sequential, Time-Series","Classification, Clustering, Causal-Discovery",Real,27170754,115,2019,"A cybersecurity dataset containing nine different network attacks on a commercial IP-based surveillance system and an IoT network. The dataset includes reconnaissance, MitM, DoS, and botnet attacks."
http://archive.ics.uci.edu/ml/datasets/Labor+Relations,Labor Relations,Multivariate,,"Categorical, Integer, Real",57,16,1988,From Collective Bargaining Review
http://archive.ics.uci.edu/ml/datasets/Las+Vegas+Strip,Las Vegas Strip,,"Classification, Regression",Integer,504,20,2017,"This dataset includes quantitative and categorical features from online reviews from 21 hotels located in Las Vegas Strip, extracted from TripAdvisor (http"
http://archive.ics.uci.edu/ml/datasets/Leaf,Leaf,Multivariate,Classification,Real,340,16,2014,This dataset consists in a collection of shape and texture features extracted from digital images of leaf specimens originating from a total of 40 different plant species.
http://archive.ics.uci.edu/ml/datasets/LED+Display+Domain,LED Display Domain,"Multivariate, Data-Generator",Classification,Categorical,,7,1988,From Classification and Regression Trees book; We provide here 2 C programs for generating sample databases
http://archive.ics.uci.edu/ml/datasets/Legal+Case+Reports,Legal Case Reports,Text,Classification,,,,2012,"A textual corpus of 4000 legal cases for automatic summarization and citation analysis. For each document we collect catchphrases, citations sentences, citation catchphrases and citation classes."
http://archive.ics.uci.edu/ml/datasets/Lenses,Lenses,Multivariate,Classification,Categorical,24,4,1990,Database for fitting contact lenses
http://archive.ics.uci.edu/ml/datasets/Letter+Recognition,Letter Recognition,Multivariate,Classification,Integer,20000,16,1991,Database of character image features; try to identify the letter
http://archive.ics.uci.edu/ml/datasets/Libras+Movement,Libras Movement,"Multivariate, Sequential","Classification, Clustering",Real,360,91,2009,"The data set contains 15 classes of 24 instances each. Each class references to a hand movement type in LIBRAS (Portuguese name 'L?ngua BRAsileira de Sinais', oficial brazilian signal language)."
http://archive.ics.uci.edu/ml/datasets/Liver+Disorders,Liver Disorders,Multivariate,,"Categorical, Integer, Real",345,7,1990,BUPA Medical Research Ltd. database donated by Richard S. Forsyth
http://archive.ics.uci.edu/ml/datasets/Localization+Data+for+Person+Activity,Localization Data for Person Activity,"Univariate, Sequential, Time-Series",Classification,Real,164860,8,2010,Data contains recordings of five people performing different activities. Each person wore four sensors (tags) while performing the same scenario five times.
http://archive.ics.uci.edu/ml/datasets/Logic+Theorist,Logic Theorist,Domain-Theory,,,,,,All code for Logic Theorist
http://archive.ics.uci.edu/ml/datasets/Low+Resolution+Spectrometer,Low Resolution Spectrometer,Multivariate,Classification,"Integer, Real",531,102,1988,From IRAS data -- NASA Ames Research Center
http://archive.ics.uci.edu/ml/datasets/LSVT+Voice+Rehabilitation,LSVT Voice Rehabilitation,Multivariate,Classification,Real,126,309,2014,"126 samples from 14 participants, 309 features. Aim"
http://archive.ics.uci.edu/ml/datasets/Lung+Cancer,Lung Cancer,Multivariate,Classification,Integer,32,56,1992,Lung cancer data; no attribute definitions
http://archive.ics.uci.edu/ml/datasets/Lymphography,Lymphography,Multivariate,Classification,Categorical,148,18,1988,"This lymphography domain was obtained from the University Medical Centre, Institute of Oncology, Ljubljana, Yugoslavia. (Restricted access)"
http://archive.ics.uci.edu/ml/datasets/M.+Tuberculosis+Genes,M. Tuberculosis Genes,Relational,,,,,2001,"Data giving characteristics of each ORF (potential gene) in the M. tuberculosis bacterium. Sequence, homology (similarity to other genes) and structural information, and function (if known) are provided"
http://archive.ics.uci.edu/ml/datasets/Machine+Learning+based+ZZAlpha+Ltd.+Stock+Recommendations+2012-2014,Machine Learning based ZZAlpha Ltd. Stock Recommendations 2012-2014,"Sequential, Time-Series",Classification,Real,314080,0,2015,"The data here are the ZZAlpha® machine learning recommendations made for various US traded stock portfolios the morning of each day during the 3 year period Jan 1, 2012 - Dec 31, 2014."
http://archive.ics.uci.edu/ml/datasets/Madelon,Madelon,Multivariate,Classification,Real,4400,500,2008,"MADELON is an artificial dataset, which was part of the NIPS 2003 feature selection challenge. This is a two-class classification problem with continuous input variables. The difficulty is that the problem is multivariate and highly non-linear."
http://archive.ics.uci.edu/ml/datasets/MAGIC+Gamma+Telescope,MAGIC Gamma Telescope,Multivariate,Classification,Real,19020,11,2007,Data are MC generated to simulate registration of high energy gamma particles in an atmospheric Cherenkov telescope
http://archive.ics.uci.edu/ml/datasets/Mammographic+Mass,Mammographic Mass,Multivariate,Classification,Integer,961,6,2007,Discrimination of benign and malignant mammographic masses based on BI-RADS attributes and the patient's age.
http://archive.ics.uci.edu/ml/datasets/Mechanical+Analysis,Mechanical Analysis,Multivariate,Classification,"Categorical, Integer, Real",209,8,1990,Fault diagnosis problem of electromechanical devices; also PUMPS DATA SET is newer version with domain theory and results
http://archive.ics.uci.edu/ml/datasets/Mesothelioma%E2%80%99s+disease+data+set+,Mesothelioma's disease data set ,Multivariate,Classification,Real,324,34,2016,"Mesothelioma’s disease data set were prepared at Dicle University Faculty of Medicine in Turkey. Three hundred and twenty-four Mesothelioma patient data. In the dataset, all samples have 34 features."
http://archive.ics.uci.edu/ml/datasets/Meta-data,Meta-data,Multivariate,Classification,"Categorical, Integer, Real",528,22,1996,Meta-Data was used in order to give advice about which classification method is appropriate for a particular dataset (taken from results of Statlog project).
http://archive.ics.uci.edu/ml/datasets/Metro+Interstate+Traffic+Volume,Metro Interstate Traffic Volume,"Multivariate, Sequential, Time-Series",Regression,"Integer, Real",48204,9,2019,"Hourly Minneapolis-St Paul, MN traffic volume for westbound I-94. Includes weather and holiday features from 2012-2018."
http://archive.ics.uci.edu/ml/datasets/MEU-Mobile+KSD,MEU-Mobile KSD,Multivariate,Classification,"Integer, Real",2856,71,2016,"This dataset contains keystroke dynamics data collected on a touch mobile device (Nexus 7). The dataset contains 2856 records, 51 records per subject for 56 subjects."
http://archive.ics.uci.edu/ml/datasets/MEx,MEx,Time-Series,"Classification, Clustering",Real,6262,710,2019,"The MEx Multi-modal Exercise dataset contains data of 7 different physiotherapy exercises, performed by 30 subjects recorded with 2 accelerometers, a pressure mat and a depth camera."
http://archive.ics.uci.edu/ml/datasets/MHEALTH+Dataset,MHEALTH Dataset,"Multivariate, Time-Series",Classification,Real,120,23,2014,The MHEALTH (Mobile Health) dataset is devised to benchmark techniques dealing with human behavior analysis based on multimodal body sensing.
http://archive.ics.uci.edu/ml/datasets/Mice+Protein+Expression,Mice Protein Expression,Multivariate,"Classification, Clustering",Real,1080,82,2015,"Expression levels of 77 proteins measured in the cerebral cortex of 8 classes of control and Down syndrome mice exposed to context fear conditioning, a task used to assess associative learning."
http://archive.ics.uci.edu/ml/datasets/microblogPCU,microblogPCU,"Multivariate, Univariate, Sequential, Text","Classification, Causal-Discovery","Integer, Real",221579,20,2015,MicroblogPCU data is crawled from sina weibo microblog[http
http://archive.ics.uci.edu/ml/datasets/MicroMass,MicroMass,Multivariate,Classification,Real,931,1300,2013,A dataset to explore machine learning approaches for the identification of microorganisms from mass-spectrometry data.
http://archive.ics.uci.edu/ml/datasets/MiniBooNE+particle+identification,MiniBooNE particle identification,Multivariate,Classification,Real,130065,50,2010,This dataset is taken from the MiniBooNE experiment and is used to distinguish electron neutrinos (signal) from muon neutrinos (background).
http://archive.ics.uci.edu/ml/datasets/Miskolc+IIS+Hybrid+IPS,Miskolc IIS Hybrid IPS,Text,"Classification, Clustering, Causal-Discovery",Integer,1540,67,2016,"The dataset was created for the comparison and evaluation of hybrid indoor positioning methods. The dataset presented contains data from W-LAN and Bluetooth interfaces, and Magnetometer."
http://archive.ics.uci.edu/ml/datasets/Mobile+Robots,Mobile Robots,Domain-Theory,,"Categorical, Integer, Real",,,1995,Learning concepts from sensor data of a mobile robot; set of data sets
http://archive.ics.uci.edu/ml/datasets/MoCap+Hand+Postures,MoCap Hand Postures,Multivariate,"Classification, Clustering","Integer, Real",78095,38,2016,"5 types of hand postures from 12 users were recorded using unlabeled markers attached to fingers of a glove in a motion capture environment. Due to resolution and occlusion, missing values are common."
http://archive.ics.uci.edu/ml/datasets/Molecular+Biology+%28Promoter+Gene+Sequences%29,Molecular Biology (Promoter Gene Sequences),"Sequential, Domain-Theory",Classification,Categorical,106,58,1990,E. Coli promoter gene sequences (DNA) with partial domain theory
http://archive.ics.uci.edu/ml/datasets/Molecular+Biology+%28Protein+Secondary+Structure%29,Molecular Biology (Protein Secondary Structure),Sequential,Classification,Categorical,128,,,From CMU connectionist bench repository; Classifies secondary structure of certain globular proteins
http://archive.ics.uci.edu/ml/datasets/Molecular+Biology+%28Splice-junction+Gene+Sequences%29,Molecular Biology (Splice-junction Gene Sequences),"Sequential, Domain-Theory",Classification,Categorical,3190,61,1992,Primate splice-junction gene sequences (DNA) with associated imperfect domain theory
http://archive.ics.uci.edu/ml/datasets/MONK%27s+Problems,MONK's Problems,Multivariate,Classification,Categorical,432,7,1992,A set of three artificial domains over the same attribute space; Used to test a wide range of induction algorithms
http://archive.ics.uci.edu/ml/datasets/Moral+Reasoner,Moral Reasoner,Domain-Theory,,,202,,1994,Horn-clause model that qualitatively simulates moral reasoning; Theory includes negated literals
http://archive.ics.uci.edu/ml/datasets/Motion+Capture+Hand+Postures,Motion Capture Hand Postures,Multivariate,"Classification, Clustering",Real,78095,38,2017,"5 types of hand postures from 12 users were recorded using unlabeled markers on fingers of a glove in a motion capture environment. Due to resolution and occlusion, missing values are common."
http://archive.ics.uci.edu/ml/datasets/Movie,Movie,"Multivariate, Relational",,,10000,,1999,"This data set contains a list of over 10000 films including many older, odd, and cult films. There is information on actors, casts, directors, producers, studios, etc."
http://archive.ics.uci.edu/ml/datasets/MSNBC.com+Anonymous+Web+Data,MSNBC.com Anonymous Web Data,Sequential,,Categorical,989818,,,"This data describes the page visits of users who visited msnbc.com on September 28, 1999. Visits are recorded at the level of URL category (see description) and are recorded in time order."
http://archive.ics.uci.edu/ml/datasets/Mturk+User-Perceived+Clusters+over+Images,Mturk User-Perceived Clusters over Images,"Multivariate, Text",Clustering,Integer,180,500,2016,"This dataset was collected by Shan-Hung Wu and DataLab members at NTHU, Taiwan. There're 325 user-perceived clusters from 100 users and their corresponding descriptions."
http://archive.ics.uci.edu/ml/datasets/Multimodal+Damage+Identification+for+Humanitarian+Computing,Multimodal Damage Identification for Humanitarian Computing,"Multivariate, Text",Classification,Integer,5879,,2018,"5879 captioned images (image and text) from social media related to damage during natural disasters/wars, and belong to 6 classes"
http://archive.ics.uci.edu/ml/datasets/Multiple+Features,Multiple Features,Multivariate,Classification,"Integer, Real",2000,649,,This dataset consists of features of handwritten numerals (`0'--`9') extracted from a collection of Dutch utility maps
http://archive.ics.uci.edu/ml/datasets/Mushroom,Mushroom,Multivariate,Classification,Categorical,8124,22,1987,From Audobon Society Field Guide; mushrooms described in terms of physical characteristics; classification
http://archive.ics.uci.edu/ml/datasets/Musk+%28Version+1%29,Musk (Version 1),Multivariate,Classification,Integer,476,168,1994,The goal is to learn to predict whether new molecules will be musks or non-musks
http://archive.ics.uci.edu/ml/datasets/Musk+%28Version+2%29,Musk (Version 2),Multivariate,Classification,Integer,6598,168,1994,The goal is to learn to predict whether new molecules will be musks or non-musks
http://archive.ics.uci.edu/ml/datasets/News+Aggregator,News Aggregator,Multivariate,"Classification, Clustering",,422937,5,2016,References to news pages collected from an web aggregator in the period from 10-March-2014 to 10-August-2014. The resources are grouped into clusters that represent pages discussing the same story.
http://archive.ics.uci.edu/ml/datasets/News+Popularity+in+Multiple+Social+Media+Platforms,News Popularity in Multiple Social Media Platforms,"Multivariate, Time-Series, Text",Regression,"Integer, Real",93239,11,2018,Large data set of news items and their respective social feedback on multiple platforms
http://archive.ics.uci.edu/ml/datasets/Newspaper+and+magazine+images+segmentation+dataset,Newspaper and magazine images segmentation dataset,,Classification,,101,,2014,Dataset is well suited for segmentation tasks. It contains 101 scanned pages from different newspapers and magazines in Russian with ground truth pixel-based masks.
http://archive.ics.uci.edu/ml/datasets/NIPS+Conference+Papers+1987-2015,NIPS Conference Papers 1987-2015,Text,Clustering,Integer,11463,5812,2016,This data set contains the distribution of words in the full text of the NIPS conference papers published from 1987 to 2015.
http://archive.ics.uci.edu/ml/datasets/NoisyOffice,NoisyOffice,Multivariate,"Classification, Regression",Real,216,216,2015,Corpus intended to do cleaning (or binarization) and enhancement of noisy grayscale printed text images using supervised learning methods. Noisy images and their corresponding ground truth provided.
http://archive.ics.uci.edu/ml/datasets/Nomao,Nomao,Univariate,Classification,Real,34465,120,2012,"Nomao collects data about places (name, phone, localization...) from many sources. Deduplication consists in detecting what data refer to the same place. Instances in the dataset compare 2 spots."
http://archive.ics.uci.edu/ml/datasets/Northix,Northix,"Multivariate, Univariate, Text",Classification,"Integer, Real",115,200,2012,Northix is designed to be a schema matching benchmark problem for data integration of two entity relationship databases.
http://archive.ics.uci.edu/ml/datasets/NSF+Research+Award+Abstracts+1990-2003,NSF Research Award Abstracts 1990-2003,Text,,,129000,,2003,"This data set consists of (a) 129,000 abstracts describing NSF awards for basic research, (b) bag-of-word data files extracted from the abstracts, (c) a list of words used for indexing the bag-of-word"
http://archive.ics.uci.edu/ml/datasets/Nursery,Nursery,Multivariate,Classification,Categorical,12960,8,1997,Nursery Database was derived from a hierarchical decision model originally developed to rank applications for nursery schools.
http://archive.ics.uci.edu/ml/datasets/NYSK,NYSK,"Multivariate, Sequential, Text",Clustering,,10421,7,2013,NYSK (New York v. Strauss-Kahn) is a collection of English news articles about the case relating to allegations of sexual assault against the former IMF director Dominique Strauss-Kahn (May 2011).
http://archive.ics.uci.edu/ml/datasets/Occupancy+Detection+,Occupancy Detection ,"Multivariate, Time-Series",Classification,Real,20560,7,2016,"Experimental data used for binary classification (room occupancy) from Temperature,Humidity,Light and CO2. Ground-truth occupancy was obtained from time stamped pictures that were taken every minute."
http://archive.ics.uci.edu/ml/datasets/OCT+data+%26+Color+Fundus+Images+of+Left+%26+Right+Eyes,OCT data & Color Fundus Images of Left & Right Eyes,Multivariate,Classification,Real,50,2,2016,This dataset contains OCT data (in mat format) and color fundus data (in jpg format) of left & right eyes of 50 healthy persons.
http://archive.ics.uci.edu/ml/datasets/One-hundred+plant+species+leaves+data+set,One-hundred plant species leaves data set,,Classification,Real,1600,64,2012,"Sixteen samples of leaf each of one-hundred plant species. For each sample, a shape descriptor, fine scale margin and texture histogram are given."
http://archive.ics.uci.edu/ml/datasets/Online+Handwritten+Assamese+Characters+Dataset,Online Handwritten Assamese Characters Dataset,"Multivariate, Sequential",Classification,Integer,8235,,2011,This is a dataset of 8235 online handwritten assamese characters. The “online” process involves capturing of data as text is written on a digitizing tablet with an electronic pen.
http://archive.ics.uci.edu/ml/datasets/Online+News+Popularity,Online News Popularity,Multivariate,"Classification, Regression","Integer, Real",39797,61,2015,This dataset summarizes a heterogeneous set of features about articles published by Mashable in a period of two years. The goal is to predict the number of shares in social networks (popularity).
http://archive.ics.uci.edu/ml/datasets/Online+Retail,Online Retail,"Multivariate, Sequential, Time-Series","Classification, Clustering","Integer, Real",541909,8,2015,This is a transnational data set which contains all the transactions occurring between 01/12/2010 and 09/12/2011 for a UK-based and registered non-store online retail.
http://archive.ics.uci.edu/ml/datasets/Online+Retail+II,Online Retail II,"Multivariate, Sequential, Time-Series, Text","Classification, Regression, Clustering","Integer, Real",1067371,8,2019,A real online retail transaction data set of two years.
http://archive.ics.uci.edu/ml/datasets/Online+Shoppers+Purchasing+Intention+Dataset,Online Shoppers Purchasing Intention Dataset,Multivariate,"Classification, Clustering","Integer, Real",12330,18,2018,"Of the 12,330 sessions in the dataset, 84.5% (10,422) were negative class samples that did not end with shopping, and the rest (1908) were positive class samples ending with shopping."
http://archive.ics.uci.edu/ml/datasets/Online+Video+Characteristics+and+Transcoding+Time+Dataset,Online Video Characteristics and Transcoding Time Dataset,Multivariate,Regression,"Integer, Real",168286,11,2015,The dataset contains a million randomly sampled video instances listing 10 fundamental video characteristics along with the YouTube video ID.
http://archive.ics.uci.edu/ml/datasets/Open+University+Learning+Analytics+dataset,Open University Learning Analytics dataset,"Multivariate, Sequential, Time-Series","Classification, Regression, Clustering",Integer,,,2015,"Open University Learning Analytics Dataset contains data about courses, students and their interactions with Virtual Learning Environment for seven selected courses and more than 30000 students."
http://archive.ics.uci.edu/ml/datasets/Opinion+Corpus+for+Lebanese+Arabic+Reviews+%28OCLAR%29,Opinion Corpus for Lebanese Arabic Reviews (OCLAR),Text,Classification,Integer,3916,3916,2019,"Opinion Corpus for Lebanese Arabic Reviews (OCLAR) corpus is utilizable for Arabic sentiment classification on services’ reviews, including hotels, restaurants, shops, and others."
http://archive.ics.uci.edu/ml/datasets/Opinosis+Opinion+%26frasl%3B+Review,Opinosis Opinion / Review,Text,,,51,,2010,This dataset contains sentences extracted from user reviews on a given topic. Example topics are “performance of Toyota Camry” and “sound quality of ipod nano”.
http://archive.ics.uci.edu/ml/datasets/OpinRank+Review+Dataset,OpinRank Review Dataset,Text,,,,,2011,"This data set contains user reviews of cars and and hotels collected from Tripadvisor (~259,000 reviews) and Edmunds (~42,230 reviews)."
http://archive.ics.uci.edu/ml/datasets/OPPORTUNITY+Activity+Recognition,OPPORTUNITY Activity Recognition,"Multivariate, Time-Series",Classification,Real,2551,242,2012,"The OPPORTUNITY Dataset for Human Activity Recognition from Wearable, Object, and Ambient Sensors is a dataset devised to benchmark human activity recognition algorithms (classification, automatic data segmentation, sensor fusion, feature extraction, etc)."
http://archive.ics.uci.edu/ml/datasets/Optical+Interconnection+Network+,Optical Interconnection Network ,Multivariate,"Classification, Regression","Integer, Real",640,10,2018,This dataset contains 640 performance measurements from a simulation of 2-Dimensional Multiprocessor Optical Interconnection Network.
http://archive.ics.uci.edu/ml/datasets/Optical+Recognition+of+Handwritten+Digits,Optical Recognition of Handwritten Digits,Multivariate,Classification,Integer,5620,64,1998,Two versions of this database available; see folder
http://archive.ics.uci.edu/ml/datasets/Othello+Domain+Theory,Othello Domain Theory,Domain-Theory,,,,,1991,Used in research to generate features for an inductive learning system
http://archive.ics.uci.edu/ml/datasets/Ozone+Level+Detection,Ozone Level Detection,"Multivariate, Sequential, Time-Series",Classification,Real,2536,73,2008,"Two ground ozone level data sets are included in this collection. One is the eight hour peak set (eighthr.data), the other is the one hour peak set (onehr.data). Those data were collected from 1998 to 2004 at the Houston, Galveston and Brazoria area."
http://archive.ics.uci.edu/ml/datasets/p53+Mutants,p53 Mutants,Multivariate,Classification,Real,16772,5409,2010,The goal is to model mutant p53 transcriptional activity (active vs inactive) based on data extracted from biophysical simulations.
http://archive.ics.uci.edu/ml/datasets/Page+Blocks+Classification,Page Blocks Classification,Multivariate,Classification,"Integer, Real",5473,10,1995,The problem consists of classifying all the blocks of the page layout of a document that has been detected by a segmentation process.
http://archive.ics.uci.edu/ml/datasets/PAMAP2+Physical+Activity+Monitoring,PAMAP2 Physical Activity Monitoring,"Multivariate, Time-Series",Classification,Real,3850505,52,2012,"The PAMAP2 Physical Activity Monitoring dataset contains data of 18 different physical activities, performed by 9 subjects wearing 3 inertial measurement units and a heart rate monitor."
http://archive.ics.uci.edu/ml/datasets/PANDOR,PANDOR,Multivariate,Recommendation,Categorical,,,2018,PANDOR is a novel and publicly available dataset for online recommendation provided by Purch (http
http://archive.ics.uci.edu/ml/datasets/Paper+Reviews,Paper Reviews,Text,"Classification, Regression",Integer,405,10,2017,This sentiment analysis data set contains scientific paper reviews from an international conference on computing and informatics. The task is to predict the orientation or the evaluation of a review.
http://archive.ics.uci.edu/ml/datasets/Parking+Birmingham,Parking Birmingham,"Multivariate, Univariate, Sequential, Time-Series","Classification, Regression, Clustering",Real,35717,4,2019,Data collected from car parks in Birmingham that are operated by NCP from Birmingham City Council. UK Open Government Licence (OGL). https
http://archive.ics.uci.edu/ml/datasets/Parkinson+Dataset+with+replicated+acoustic+features+,Parkinson Dataset with replicated acoustic features ,Multivariate,Classification,,240,46,2019,Contains acoustic features extracted from 3 voice recording replications of the sustained /a/ phonation for each one of the 80 subjects (40 of them with Parkinson's Disease).
http://archive.ics.uci.edu/ml/datasets/Parkinson+Disease+Spiral+Drawings+Using+Digitized+Graphics+Tablet,Parkinson Disease Spiral Drawings Using Digitized Graphics Tablet,Multivariate,"Classification, Regression, Clustering",Integer,77,7,2017,"Handwriting database consists of 62 PWP(People with Parkinson) and 15 healthy individuals. Three types of recordings (Static Spiral Test, Dynamic Spiral Test and Stability Test) are taken."
http://archive.ics.uci.edu/ml/datasets/Parkinson+Speech+Dataset+with++Multiple+Types+of+Sound+Recordings,Parkinson Speech Dataset with  Multiple Types of Sound Recordings,Multivariate,"Classification, Regression","Integer, Real",1040,26,2014,"The training data belongs to 20 Parkinson's Disease (PD) patients and 20 healthy subjects. From all subjects, multiple types of sound recordings (26) are taken."
http://archive.ics.uci.edu/ml/datasets/Parkinsons,Parkinsons,Multivariate,Classification,Real,197,23,2008,Oxford Parkinson's Disease Detection Dataset
http://archive.ics.uci.edu/ml/datasets/Parkinson%27s+Disease+Classification,Parkinson's Disease Classification,Multivariate,Classification,"Integer, Real",756,754,2018,The data used in this study were gathered from 188 patients with PD (107 men and 81 women) with ages ranging from 33 to 87 (65.1±10.9).
